Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,DNA Test ID,DNA Sample Timestamp,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean
106438,06/20/2012 12:00:00 AM,Margaret T Burroughs,4.1,6.3,5.1,,,,,,,,
93235,08/20/2014 12:00:00 AM,Montrose,16.0,18.0,17.0,,,,,,,,
112108,09/05/2011 12:00:00 AM,Rogers,,,,,,,,,,,
100698,08/16/2007 12:00:00 AM,57th Street,461.1,62.0,169.1,,,,,,,,
99284,07/11/2007 12:00:00 AM,Margaret T Burroughs,2419.6,2419.6,2419.6,,,,,,,,
96393,07/07/2011 12:00:00 AM,Juneway,21.6,23.1,22.3,,,,,,,,
103060,06/26/2007 12:00:00 AM,Howard,9.7,1.0,3.1,,,,,,,,
108345,06/08/2014 12:00:00 AM,South Shore,,,,,,,,,,,
110148,05/19/2009 12:00:00 AM,South Shore,1.0,1.0,1.0,,,,,,,,
110915,06/01/2012 12:00:00 AM,Osterman,235.9,117.8,166.7,,,,,,,,
87744,06/28/2010 12:00:00 AM,Oak Street,613.1,770.1,687.1,,,,,,,,
91040,07/16/2009 12:00:00 AM,Marion Mahoney Griffin,6.3,5.2,5.7,,,,,,,,
111480,06/10/2012 12:00:00 AM,Foster,,,,,,,,,,,
106861,06/27/2012 12:00:00 AM,Howard,4.1,8.4,5.9,,,,,,,,
105721,08/26/2012 12:00:00 AM,Calumet,,,,,,,,,,,
100485,07/21/2008 12:00:00 AM,Lane,166.4,172.2,169.3,,,,,,,,
108132,06/14/2015 12:00:00 AM,Leone,,,,,,,,,,,
110938,06/18/2014 12:00:00 AM,Montrose Dog,28.0,31.0,29.5,,,,,,,,
107829,07/25/2014 12:00:00 AM,Oak Street,73.0,58.0,65.1,,,,,,,,
89926,08/26/2010 12:00:00 AM,Marion Mahoney Griffin,14.5,113.7,40.6,,,,,,,,
91274,07/27/2009 12:00:00 AM,Calumet,33.1,77.6,50.7,,,,,,,,
104783,07/04/2006 12:00:00 AM,Columbia,,,,,,,,,,,
100454,07/20/2008 12:00:00 AM,57th Street,,,,,,,,,,,
107857,08/05/2013 12:00:00 AM,Foster,35.0,31.0,32.9,,,,,,,,
88231,06/04/2010 12:00:00 AM,Howard,27.9,25.9,26.9,,,,,,,,
112254,05/27/2012 12:00:00 AM,Foster,,,,,,,,,,,
90646,06/09/2011 12:00:00 AM,Rainbow,127.4,196.8,158.3,,,,,,,,
89819,08/21/2010 12:00:00 AM,Oak Street,,,,,,,,,,,
92174,08/30/2009 12:00:00 AM,Calumet,,,,,,,,,,,
92540,05/27/2009 12:00:00 AM,Montrose,16.8,15.8,16.3,,,,,,,,
106894,09/14/2012 12:00:00 AM,Montrose Dog,,,,,,,,,,,
106673,06/25/2014 12:00:00 AM,Rainbow,96.0,649.0,249.6,,,,,,,,
104236,06/26/2006 12:00:00 AM,Juneway,2.0,3.1,2.5,,,,,,,,
105683,08/24/2012 12:00:00 AM,Ohio Street,14.6,21.1,17.6,,,,,,,,
110623,07/30/2012 12:00:00 AM,North Avenue,4.1,4.1,4.1,,,,,,,,
107616,05/26/2013 12:00:00 AM,Montrose,,,,,,,,,,,
100023,06/09/2008 12:00:00 AM,Foster,72.3,58.1,64.8,,,,,,,,
103465,08/30/2006 12:00:00 AM,12th Street,68.3,77.6,72.8,,,,,,,,
89721,08/16/2010 12:00:00 AM,Montrose,18.5,36.4,25.9,,,,,,,,
100820,06/19/2008 12:00:00 AM,Rogers,8.5,10.9,9.6,,,,,,,,
94549,08/06/2015 12:00:00 AM,Howard,14.0,20.0,16.7,,,,,,,,
102206,06/17/2009 12:00:00 AM,Calumet,35.9,18.7,25.9,,,,,,,,
94578,05/18/2015 12:00:00 AM,Calumet,,,,,,,,,,,
94518,08/04/2015 12:00:00 AM,Rainbow,488.0,93.0,213.0,,,,201,08/04/2015 12:00:00 AM,62.1,213.3,115.0
112413,07/15/2013 12:00:00 AM,Foster,2.0,3.0,2.4,,,,,,,,
99497,07/20/2007 12:00:00 AM,Montrose,307.6,224.7,262.9,,,,,,,,
99904,05/13/2009 12:00:00 AM,Howard,,,,,,,,,,,
102131,08/18/2008 12:00:00 AM,Marion Mahoney Griffin,1.0,3.1,1.8,,,,,,,,
90825,08/31/2010 12:00:00 AM,Howard,6.3,14.4,9.5,,,,,,,,
91423,06/23/2009 12:00:00 AM,Lane,35.4,44.8,39.8,,,,,,,,
104265,06/28/2006 12:00:00 AM,57th Street,9.7,13.1,11.3,,,,,,,,
103300,07/28/2006 12:00:00 AM,NA,1203.3,1986.3,1546.0,,,,,,,,
95678,06/11/2015 12:00:00 AM,Rogers,75.0,51.0,61.8,,,,,,,,
106419,06/19/2012 12:00:00 AM,Oak Street,30.1,8.6,16.1,,,,,,,,
108830,07/28/2014 12:00:00 AM,South Shore,8.0,13.0,10.2,,,,,,,,
93554,07/16/2015 12:00:00 AM,Margaret T Burroughs,112.0,84.0,97.0,,,,,,,,
93895,09/04/2014 12:00:00 AM,Rogers,,,,,,,,,,,
103677,06/06/2006 12:00:00 AM,Rainbow,42.2,26.2,33.3,,,,,,,,
108473,09/05/2015 12:00:00 AM,Calumet,345.0,276.0,308.6,,,,,,,,
110950,06/19/2014 12:00:00 AM,South Shore,179.0,2.0,18.9,,,,,,,,
108033,08/18/2013 12:00:00 AM,Foster,,,,,,,,,,,
101216,08/08/2008 12:00:00 AM,Calumet,290.9,435.2,355.8,,,,,,,,
109650,06/30/2014 12:00:00 AM,Rainbow,1.0,2.0,1.4,,,,,,,,
97559,06/12/2011 12:00:00 AM,Hartigan,,,1.0,,,,,,,,
91570,06/30/2009 12:00:00 AM,Calumet,137.6,139.6,138.6,,,,,,,,
112130,09/06/2011 12:00:00 AM,Rogers,,,,,,,,,,,
87659,06/24/2010 12:00:00 AM,57th Street,88.2,,9.4,,,,,,,,
97826,07/15/2006 12:00:00 AM,Montrose,,,,,,,,,,,
97736,08/01/2011 12:00:00 AM,63rd Street,9.7,5.2,7.1,,,,,,,,
91019,07/15/2009 12:00:00 AM,Rogers,10.9,4.1,6.7,,,,,,,,
98901,07/28/2007 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
93842,09/02/2014 12:00:00 AM,North Avenue,,,,,,,,,,,
98415,08/20/2006 12:00:00 AM,12th Street,,,,,,,,,,,
106989,09/18/2012 12:00:00 AM,Osterman,,,,,,,,,,,
92065,08/25/2009 12:00:00 AM,Margaret T Burroughs,156.5,410.6,253.5,,,,,,,,
96033,09/19/2014 12:00:00 AM,Rogers,,,,,,,,,,,
102244,06/18/2009 12:00:00 AM,Hartigan,1.0,5.2,2.3,,,,,,,,
93042,07/03/2015 12:00:00 AM,North Avenue,,,,,,,,,,,
92375,08/03/2009 12:00:00 AM,Hartigan,3.0,5.2,3.9,,,,,,,,
110549,07/12/2013 12:00:00 AM,Montrose,218.0,276.0,245.3,,,,,,,,
96742,07/23/2011 12:00:00 AM,Marion Mahoney Griffin,3.1,9.6,5.5,,,,,,,,
97825,07/15/2006 12:00:00 AM,North Avenue,,,,,,,,,,,
112353,06/16/2014 12:00:00 AM,12th Street,73.0,64.0,68.4,,,,,,,,
95369,08/24/2015 12:00:00 AM,Oakwood,17.0,35.0,24.4,,,,,,,,
108491,09/05/2015 12:00:00 AM,Howard,,,,,,,,,,,
96010,09/18/2014 12:00:00 AM,Howard,,,,,,,,,,,
111680,05/26/2014 12:00:00 AM,Osterman,,,,,,,,,,,
107549,05/18/2013 12:00:00 AM,North Avenue,,,,,,,,,,,
88056,05/27/2010 12:00:00 AM,South Shore,2419.6,2419.6,2419.6,,,,,,,,
89247,05/18/2011 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
90696,07/11/2010 12:00:00 AM,Oakwood,,,,,,,,,,,
109828,08/21/2011 12:00:00 AM,Ohio Street,,,,,,,,,,,
98366,08/18/2006 12:00:00 AM,NA,275.5,435.0,346.2,,,,,,,,
90594,06/06/2011 12:00:00 AM,Osterman,2.0,2.0,2.0,,,,,,,,
96706,07/22/2011 12:00:00 AM,57th Street,570.4,1046.2,772.5,,,,,,,,
91167,07/22/2009 12:00:00 AM,Oak Street,70.3,49.6,59.0,,,,,,,,
93409,08/23/2014 12:00:00 AM,Ohio Street,,,,,,,,,,,
106962,09/17/2012 12:00:00 AM,North Avenue,,,,,,,,,,,
87511,06/16/2010 12:00:00 AM,Marion Mahoney Griffin,12.2,23.1,16.8,,,,,,,,
100974,08/18/2007 12:00:00 AM,63rd Street,37.3,172.2,80.1,,,,,,,,
100053,07/12/2008 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
103073,06/27/2007 12:00:00 AM,North Avenue,866.4,866.4,866.4,,,,,,,,
101248,08/09/2008 12:00:00 AM,Montrose,,,,,,,,,,,
110694,08/02/2012 12:00:00 AM,Montrose,186.0,145.5,164.5,,,,,,,,
107649,05/28/2013 12:00:00 AM,South Shore,101.7,172.5,132.5,,,,,,,,
96138,08/06/2011 12:00:00 AM,Ohio Street,,,,,,,,,,,
108902,05/21/2013 12:00:00 AM,Ohio Street,2420.0,2420.0,2420.0,,,,,,,,
102183,08/21/2008 12:00:00 AM,57th Street,4.1,6.3,5.1,,,,,,,,
111121,06/15/2013 12:00:00 AM,57th Street,,,,,,,,,,,
99887,05/13/2009 12:00:00 AM,57th Street,,,,,,,,,,,
103874,09/01/2006 12:00:00 AM,Margaret T Burroughs,143.9,193.5,166.9,,,,,,,,
99933,06/05/2008 12:00:00 AM,North Avenue,135.4,22.6,55.3,,,,,,,,
87932,05/20/2010 12:00:00 AM,Rogers,,,,,,,,,,,
94331,09/16/2015 12:00:00 AM,South Shore,,,,,,,,,,,
94783,08/12/2015 12:00:00 AM,Montrose,649.0,112.0,269.6,,,,46,08/12/2015 12:00:00 AM,570.6,94.3,232.0
99195,08/10/2007 12:00:00 AM,Lane,49.5,53.8,51.6,,,,,,,,
100623,08/12/2007 12:00:00 AM,Rogers,,,,,,,,,,,
108742,07/17/2012 12:00:00 AM,57th Street,20.1,39.9,28.3,,,,,,,,
108916,05/22/2013 12:00:00 AM,Calumet,86.0,147.0,112.4,,,,,,,,
89510,05/30/2011 12:00:00 AM,Oakwood,,,,,,,,,,,
102066,07/05/2008 12:00:00 AM,Foster,,,,,,,,,,,
101707,08/29/2007 12:00:00 AM,Lane,51.2,68.3,59.1,,,,,,,,
110468,07/09/2014 12:00:00 AM,NA,9.0,11.0,9.9,,,,,,,,
110177,05/20/2009 12:00:00 AM,Oak Street,1.0,93.2,9.7,,,,,,,,
99199,08/10/2007 12:00:00 AM,Loyola,26.9,18.5,22.3,,,,,,,,
110764,08/10/2012 12:00:00 AM,Hartigan,648.8,727.0,686.8,,,,,,,,
112373,06/17/2014 12:00:00 AM,57th Street,172.0,140.0,155.2,,,,,,,,
89548,08/07/2010 12:00:00 AM,Rogers,4.1,5.2,4.6,,,,,,,,
108264,05/23/2014 12:00:00 AM,12th Street,65.0,73.0,68.9,,,,,,,,
94596,05/18/2015 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
108237,05/22/2014 12:00:00 AM,South Shore,22.0,26.0,23.9,,,,,,,,
98897,07/28/2007 12:00:00 AM,Hartigan,,,,,,,,,,,
101720,08/30/2007 12:00:00 AM,57th Street,387.3,488.4,434.9,,,,,,,,
88476,07/26/2010 12:00:00 AM,Hartigan,328.2,217.8,267.4,,,,,,,,
89860,08/23/2010 12:00:00 AM,North Avenue,32.3,44.6,38.0,,,,,,,,
100908,08/04/2008 12:00:00 AM,Hartigan,95.9,93.3,94.6,,,,,,,,
103303,07/28/2006 12:00:00 AM,Juneway,37.3,28.8,32.8,,,,,,,,
103422,08/28/2006 12:00:00 AM,Lane,488.4,1119.9,739.6,,,,,,,,
101510,06/30/2008 12:00:00 AM,Foster,547.5,866.4,688.7,,,,,,,,
101749,08/11/2008 12:00:00 AM,Columbia,101.4,98.5,99.9,,,,,,,,
93101,07/06/2015 12:00:00 AM,57th Street,8.0,35.0,16.7,,,,,,,,
90852,09/02/2010 12:00:00 AM,57th Street,143.9,201.4,170.2,,,,,,,,
94843,05/25/2015 12:00:00 AM,Calumet,,,,,,,,,,,
104271,06/28/2006 12:00:00 AM,North Avenue,6.3,4.1,5.1,,,,,,,,
89245,05/18/2011 12:00:00 AM,57th Street,,,,,,,,,,,
94939,08/14/2015 12:00:00 AM,63rd Street,29.0,34.0,31.4,,,,25,08/14/2015 12:00:00 AM,1189.4,122.9,382.0
108442,09/03/2015 12:00:00 AM,Montrose Dog,4.0,3.0,3.5,,,,,,,,
94227,08/07/2009 12:00:00 AM,Oakwood,109.2,137.6,122.6,,,,,,,,
99250,07/09/2007 12:00:00 AM,Columbia,21.6,24.3,22.9,,,,,,,,
105001,06/20/2013 12:00:00 AM,Leone,5.0,7.0,5.9,,,,,,,,
99637,05/28/2008 12:00:00 AM,North Avenue,44.1,53.8,48.7,,,,,,,,
101450,06/27/2008 12:00:00 AM,Loyola,2419.6,1413.6,1849.4,,,,,,,,
100406,07/18/2008 12:00:00 AM,Calumet,9.7,9.7,9.7,,,,,,,,
109191,09/11/2015 12:00:00 AM,Rainbow,,,,,,,,,,,
106107,07/23/2013 12:00:00 AM,Rogers,5.0,6.0,5.5,,,,,,,,
105521,09/17/2013 12:00:00 AM,Oak Street,,,,,,,,,,,
104998,06/20/2013 12:00:00 AM,Foster,5.0,17.0,9.2,,,,,,,,
98189,06/08/2007 12:00:00 AM,57th Street,42.8,77.6,57.6,,,,,,,,
111946,08/29/2012 12:00:00 AM,12th Street,59.4,69.1,64.1,,,,,,,,
90367,07/02/2011 12:00:00 AM,Osterman,,,,,,,,,,,
89092,06/08/2010 12:00:00 AM,Foster,37.3,25.9,31.1,,,,,,,,
97571,06/13/2011 12:00:00 AM,Margaret T Burroughs,59.4,14.6,29.4,,,,,,,,
89946,08/27/2010 12:00:00 AM,Marion Mahoney Griffin,8.5,5.2,6.6,,,,,,,,
105974,09/05/2012 12:00:00 AM,Montrose,,,,,,,,,,,
96125,08/05/2011 12:00:00 AM,Leone,21.3,31.3,25.8,,,,,,,,
92582,05/29/2009 12:00:00 AM,12th Street,1.0,3.1,1.8,,,,,,,,
109494,08/24/2013 12:00:00 AM,Leone,,,,,,,,,,,
87407,06/26/2015 12:00:00 AM,North Avenue,411.0,91.0,193.4,,,,,,,,
97665,07/28/2011 12:00:00 AM,Rogers,21.3,12.1,16.1,,,,,,,,
100971,08/18/2007 12:00:00 AM,Calumet,,,,,,,,,,,
101218,08/08/2008 12:00:00 AM,South Shore,517.2,517.2,517.2,,,,,,,,
88263,06/06/2010 12:00:00 AM,Oak Street,,,,,,,,,,,
105421,09/12/2013 12:00:00 AM,Rogers,,,,,,,,,,,
111128,06/15/2013 12:00:00 AM,North Avenue,,,,,,,,,,,
94212,08/06/2009 12:00:00 AM,Osterman,29.2,24.9,27.0,,,,,,,,
88281,07/16/2010 12:00:00 AM,Juneway,2.0,4.1,2.9,,,,,,,,
90385,07/03/2011 12:00:00 AM,North Avenue,,,,,,,,,,,
97804,07/14/2006 12:00:00 AM,Lane,,,1.0,,,,,,,,
108528,09/07/2015 12:00:00 AM,Montrose Dog,,,,,,,,,,,
92689,08/07/2014 12:00:00 AM,Margaret T Burroughs,32.0,88.0,53.1,,,,,,,,
92436,05/22/2009 12:00:00 AM,Juneway,42.8,142.3,78.0,,,,,,,,
92679,08/06/2014 12:00:00 AM,Marion Mahoney Griffin,34.0,36.0,35.0,,,,,,,,
97261,06/10/2013 12:00:00 AM,Rogers,9.0,8.0,8.5,,,,,,,,
101431,06/26/2008 12:00:00 AM,Rogers,2.0,1.0,1.4,,,,,,,,
106938,09/16/2012 12:00:00 AM,NA,,,,,,,,,,,
87456,06/14/2010 12:00:00 AM,Rainbow,119.1,137.4,127.9,,,,,,,,
96239,08/10/2011 12:00:00 AM,Juneway,27.2,25.9,26.5,,,,,,,,
108362,06/08/2014 12:00:00 AM,Howard,,,,,,,,,,,
89896,08/25/2010 12:00:00 AM,Margaret T Burroughs,36.8,32.7,34.7,,,,,,,,
91117,07/20/2009 12:00:00 AM,57th Street,461.1,435.2,448.0,,,,,,,,
94389,09/18/2015 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
104284,06/28/2006 12:00:00 AM,Juneway,6.3,7.4,6.8,,,,,,,,
105098,08/15/2012 12:00:00 AM,Ohio Street,4.1,6.2,5.0,,,,,,,,
99078,08/05/2007 12:00:00 AM,Foster,,,,,,,,,,,
90778,07/15/2010 12:00:00 AM,12th Street,143.9,104.6,122.7,,,,,,,,
98331,08/16/2006 12:00:00 AM,Howard,11.9,13.5,12.7,,,,,,,,
93734,07/18/2015 12:00:00 AM,Juneway,,,,,,,,,,,
95615,06/09/2015 12:00:00 AM,Rainbow,35.0,46.0,40.1,,,,161,06/09/2015 12:00:00 AM,107.2,255.2,165.0
92581,05/29/2009 12:00:00 AM,Margaret T Burroughs,186.0,22.8,65.1,,,,,,,,
108454,09/04/2015 12:00:00 AM,South Shore,579.0,411.0,487.8,,,,,,,,
94038,07/26/2015 12:00:00 AM,Leone,,,,,,,,,,,
89287,05/20/2011 12:00:00 AM,South Shore,,,,,,,,,,,
111805,07/04/2013 12:00:00 AM,Montrose Dog,,,,,,,,,,,
88226,06/04/2010 12:00:00 AM,Foster,8.6,5.2,6.7,,,,,,,,
105580,06/30/2013 12:00:00 AM,Hartigan,,,,,,,,,,,
94632,05/20/2015 12:00:00 AM,North Avenue,13.0,26.0,18.4,,,,,,,,
94495,08/02/2015 12:00:00 AM,Juneway,,,,,,,,,,,
101706,08/29/2007 12:00:00 AM,Osterman,42.2,52.8,47.2,,,,,,,,
109890,08/01/2014 12:00:00 AM,Leone,7.0,10.0,8.4,,,,,,,,
103150,05/29/2006 12:00:00 AM,Leone,,,,,,,,,,,
106167,07/26/2013 12:00:00 AM,Foster,12.0,13.0,12.5,,,,,,,,
109597,06/21/2015 12:00:00 AM,Ohio Street,,,,,,,,,,,
105059,08/13/2012 12:00:00 AM,Osterman,35.5,28.2,31.6,,,,,,,,
91798,07/09/2009 12:00:00 AM,Rogers,6.3,10.9,8.3,,,,,,,,
89240,09/08/2010 12:00:00 AM,Juneway,,,,,,,,,,,
92452,05/23/2009 12:00:00 AM,Hartigan,17.1,22.3,19.5,,,,,,,,
91503,06/27/2009 12:00:00 AM,South Shore,,,,,,,,,,,
107808,07/24/2014 12:00:00 AM,NA,14.0,10.0,11.8,,,,,,,,
104450,05/31/2007 12:00:00 AM,Oak Street,66.3,44.1,54.1,,,,,,,,
104501,06/02/2007 12:00:00 AM,Osterman,,,,,,,,,,,
88324,07/19/2010 12:00:00 AM,South Shore,1046.0,755.6,889.0,,,,,,,,
90995,07/14/2009 12:00:00 AM,Howard,12.1,14.6,13.3,,,,,,,,
91197,07/23/2009 12:00:00 AM,Hartigan,10.8,6.3,8.2,,,,,,,,
87475,06/15/2010 12:00:00 AM,Calumet,165.8,135.4,149.8,,,,,,,,
106607,09/12/2012 12:00:00 AM,63rd Street,517.2,32.7,130.0,,,,,,,,
104970,06/19/2013 12:00:00 AM,Ohio Street,21.0,15.0,17.7,,,,,,,,
87858,09/08/2009 12:00:00 AM,12th Street,,,,,,,,,,,
92533,05/27/2009 12:00:00 AM,57th Street,18.5,11.9,14.8,,,,,,,,
88875,07/07/2010 12:00:00 AM,12th Street,21.8,21.3,21.5,,,,,,,,
112484,07/18/2013 12:00:00 AM,Howard,1.0,1.0,1.0,,,,,,,,
107778,07/23/2014 12:00:00 AM,South Shore,186.0,225.0,204.6,,,,,,,,
88835,07/05/2010 12:00:00 AM,12th Street,,,,,,,,,,,
107379,07/19/2012 12:00:00 AM,Marion Mahoney Griffin,41.0,46.4,43.6,,,,,,,,
105330,07/12/2014 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
99299,07/11/2007 12:00:00 AM,Howard,14.5,8.5,11.1,,,,,,,,
100496,07/27/2008 12:00:00 AM,South Shore,,,,,,,,,,,
106220,07/29/2013 12:00:00 AM,Rainbow,16.0,19.0,17.4,,,,,,,,
89989,08/29/2010 12:00:00 AM,Juneway,,,,,,,,,,,
95674,06/11/2015 12:00:00 AM,Hartigan,17.0,18.0,17.5,,,,,,,,
101243,08/09/2008 12:00:00 AM,Margaret T Burroughs,113.0,96.7,104.5,,,,,,,,
100720,06/15/2008 12:00:00 AM,Ohio Street,,,,,,,,,,,
108727,07/16/2012 12:00:00 AM,North Avenue,6.3,5.2,5.7,,,,,,,,
90709,07/11/2010 12:00:00 AM,Rogers,,,,,,,,,,,
101457,06/28/2008 12:00:00 AM,South Shore,,,,,,,,,,,
108245,05/22/2014 12:00:00 AM,NA,,,,,,,,,,,
98386,08/19/2006 12:00:00 AM,South Shore,,,,,,,,,,,
100431,07/19/2008 12:00:00 AM,63rd Street,,,,,,,,,,,
91502,06/27/2009 12:00:00 AM,Rainbow,307.6,461.1,376.6,,,,,,,,
97380,09/04/2013 12:00:00 AM,Calumet,,,,,,,,,,,
106403,06/18/2012 12:00:00 AM,Osterman,6.3,10.9,8.3,,,,,,,,
108271,05/23/2014 12:00:00 AM,Osterman,1.0,1.0,1.0,,,,,,,,
99457,07/18/2007 12:00:00 AM,Columbia,24.6,16.1,19.9,,,,,,,,
97264,06/11/2013 12:00:00 AM,Rainbow,44.0,27.0,34.5,,,,,,,,
103383,08/26/2006 12:00:00 AM,Rogers,,,,,,,,,,,
99472,07/19/2007 12:00:00 AM,Ohio Street,56.5,54.8,55.6,,,,,,,,
91601,07/01/2009 12:00:00 AM,Oak Street,17.3,28.8,22.3,,,,,,,,
95732,08/30/2015 12:00:00 AM,Montrose,179.0,225.0,200.7,,,,,,,,
101080,06/21/2008 12:00:00 AM,South Shore,,,,,,,,,,,
111221,06/25/2013 12:00:00 AM,Rainbow,1553.0,1414.0,1481.9,,,,,,,,
111623,09/09/2013 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
97002,08/25/2011 12:00:00 AM,Oak Street,172.5,172.5,172.5,,,,,,,,
93522,07/14/2015 12:00:00 AM,Leone,5.0,4.0,4.5,,,,,,,,
89738,08/17/2010 12:00:00 AM,Ohio Street,9.7,3.1,5.5,,,,,,,,
87466,06/14/2010 12:00:00 AM,Montrose,79.4,37.3,54.4,,,,,,,,
89493,05/29/2011 12:00:00 AM,NA,,,,,,,,,,,
93610,08/28/2014 12:00:00 AM,Calumet,151.0,63.0,97.5,,,,,,,,
97129,07/27/2012 12:00:00 AM,Marion Mahoney Griffin,2.1,3.1,2.6,,,,,,,,
89150,06/11/2010 12:00:00 AM,North Avenue,5.2,13.4,8.3,,,,,,,,
108347,06/08/2014 12:00:00 AM,57th Street,,,,,,,,,,,
89764,08/18/2010 12:00:00 AM,Hartigan,,,,,,,,,,,
108398,06/10/2014 12:00:00 AM,Montrose Dog,28.0,38.0,32.6,,,,,,,,
95089,05/31/2015 12:00:00 AM,63rd Street,,,,,,,,,,,
88485,07/27/2010 12:00:00 AM,63rd Street,95.8,101.0,98.4,,,,,,,,
111000,06/21/2014 12:00:00 AM,Ohio Street,,,,,,,,,,,
95504,07/17/2014 12:00:00 AM,Osterman,8.0,21.0,13.0,,,,,,,,
97051,07/24/2012 12:00:00 AM,12th Street,579.4,920.8,730.4,,,,,,,,
98458,06/20/2007 12:00:00 AM,Rainbow,172.5,161.6,167.0,,,,,,,,
106977,09/18/2012 12:00:00 AM,63rd Street,,,,,,,,,,,
102872,07/25/2006 12:00:00 AM,Rogers,24.6,13.5,18.2,,,,,,,,
91801,07/10/2009 12:00:00 AM,Rainbow,41.4,248.9,101.5,,,,,,,,
93909,09/05/2014 12:00:00 AM,Montrose Dog,,,,,,,,,,,
103283,07/28/2006 12:00:00 AM,NA,,,,,,,,,,,
108939,05/23/2013 12:00:00 AM,Rainbow,1300.0,411.0,731.0,,,,,,,,
92287,09/03/2009 12:00:00 AM,Rogers,42.8,64.5,52.5,,,,,,,,
94460,08/06/2015 12:00:00 AM,Ohio Street,21.0,48.0,31.7,,,,,,,,
92175,08/30/2009 12:00:00 AM,Rainbow,,,,,,,,,,,
99913,05/14/2009 12:00:00 AM,NA,1.0,3.1,1.8,,,,,,,,
95838,07/29/2015 12:00:00 AM,Oak Street,61.0,56.0,58.4,,,,,,,,
102258,06/19/2009 12:00:00 AM,Margaret T Burroughs,93.4,124.6,107.9,,,,,,,,
99833,08/28/2008 12:00:00 AM,Loyola,90.6,73.3,81.5,,,,,,,,
100370,08/12/2007 12:00:00 AM,Calumet,,,,,,,,,,,
90843,09/01/2010 12:00:00 AM,Leone,4.1,2.0,2.9,,,,,,,,
96462,07/11/2011 12:00:00 AM,South Shore,1046.2,184.2,439.0,,,,,,,,
95302,06/04/2015 12:00:00 AM,Juneway,2.0,2.0,2.0,,,,,,,,
108647,07/07/2012 12:00:00 AM,Rogers,,,,,,,,,,,
99926,06/05/2008 12:00:00 AM,South Shore,17.5,13.4,15.3,,,,,,,,
89024,08/13/2009 12:00:00 AM,Osterman,55.6,45.7,50.4,,,,,,,,
103179,05/30/2006 12:00:00 AM,Juneway,2.0,3.0,2.4,,,,,,,,
108318,06/06/2014 12:00:00 AM,Howard,1.0,1.0,1.0,,,,,,,,
89067,06/07/2010 12:00:00 AM,12th Street,57.3,62.4,59.8,,,,,,,,
101488,06/29/2008 12:00:00 AM,Foster,,,,,,,,,,,
99884,05/13/2009 12:00:00 AM,Rainbow,,,,,,,,,,,
112589,08/06/2012 12:00:00 AM,Montrose,45.7,42.0,43.8,,,,,,,,
111021,06/22/2014 12:00:00 AM,12th Street,,,,,,,,,,,
87839,09/07/2009 12:00:00 AM,Montrose,,,,,,,,,,,
99617,05/27/2008 12:00:00 AM,Foster,141.4,365.4,227.3,,,,,,,,
91953,08/20/2009 12:00:00 AM,Ohio Street,8.5,9.8,9.1,,,,,,,,
96221,08/10/2011 12:00:00 AM,63rd Street,133.4,65.7,93.6,,,,,,,,
101563,06/13/2009 12:00:00 AM,57th Street,,,,,,,,,,,
97959,07/11/2006 12:00:00 AM,North Avenue,16.8,12.2,14.3,,,,,,,,
110876,05/30/2012 12:00:00 AM,Rogers,2.0,1.0,1.4,,,,,,,,
111419,06/07/2012 12:00:00 AM,Howard,,,1.0,,,,,,,,
99596,09/01/2007 12:00:00 AM,Osterman,,,,,,,,,,,
103617,06/03/2006 12:00:00 AM,Osterman,,,,,,,,,,,
110847,05/29/2012 12:00:00 AM,Montrose,146.7,218.7,179.1,,,,,,,,
89296,05/20/2011 12:00:00 AM,North Avenue,,,,,,,,,,,
104293,07/30/2006 12:00:00 AM,Leone,,,,,,,,,,,
110472,05/27/2012 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
91312,07/28/2009 12:00:00 AM,Hartigan,4.1,7.5,5.5,,,,,,,,
90262,06/27/2011 12:00:00 AM,Rogers,98.7,22.3,46.9,,,,,,,,
89900,08/25/2010 12:00:00 AM,North Avenue,35.5,17.5,24.9,,,,,,,,
104844,08/06/2006 12:00:00 AM,Osterman,,,,,,,,,,,
88833,07/05/2010 12:00:00 AM,Oakwood,,,,,,,,,,,
91763,07/08/2009 12:00:00 AM,Ohio Street,816.4,1553.1,1126.0,,,,,,,,
108836,07/28/2014 12:00:00 AM,Ohio Street,26.0,29.0,27.5,,,,,,,,
97698,07/30/2011 12:00:00 AM,Oak Street,,,,,,,,,,,
97287,08/30/2013 12:00:00 AM,Leone,12.0,13.0,12.5,,,,,,,,
96608,07/17/2011 12:00:00 AM,Hartigan,,,,,,,,,,,
111069,06/12/2013 12:00:00 AM,Marion Mahoney Griffin,26.0,21.0,23.4,,,,,,,,
