Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,DNA Test ID,DNA Sample Timestamp,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean
107973,08/15/2013 12:00:00 AM,NA,231.0,248.0,239.3,,,,,,,,
111411,06/07/2012 12:00:00 AM,North Avenue,4.1,1.0,2.0,,,,,,,,
95868,07/30/2015 12:00:00 AM,Howard,1.0,1.0,1.0,,,,,,,,
90233,06/26/2011 12:00:00 AM,Montrose,,,,,,,,,,,
94472,09/20/2014 12:00:00 AM,North Avenue,,,,,,,,,,,
87602,06/21/2010 12:00:00 AM,12th Street,648.8,613.1,630.7,,,,,,,,
102608,06/09/2009 12:00:00 AM,North Avenue,83.6,52.8,66.4,,,,,,,,
94973,08/15/2015 12:00:00 AM,Leone,,,,,,,,,,,
109835,08/21/2011 12:00:00 AM,Osterman,,,,,,,,,,,
106709,06/26/2014 12:00:00 AM,Osterman,25.0,41.0,32.0,,,,,,,,
107571,05/19/2013 12:00:00 AM,North Avenue,,,,,,,,,,,
107402,07/20/2012 12:00:00 AM,Howard,162.4,172.2,167.2,,,,,,,,
95685,08/28/2015 12:00:00 AM,Ohio Street,19.0,19.0,19.0,,,,,,,,
91754,07/08/2009 12:00:00 AM,Calumet,68.9,62.7,65.7,,,,,,,,
93770,07/20/2015 12:00:00 AM,Osterman,26.0,35.0,30.2,,,,,,,,
95048,05/29/2015 12:00:00 AM,Margaret T Burroughs,5.0,19.0,9.7,,,,,,,,
93598,08/27/2014 12:00:00 AM,NA,12.0,4.0,6.9,,,,,,,,
100137,07/16/2008 12:00:00 AM,Rainbow,93.3,235.9,148.4,,,,,,,,
90148,06/22/2011 12:00:00 AM,Hartigan,1553.1,16.1,158.1,,,,,,,,
88743,06/30/2010 12:00:00 AM,Leone,16.0,18.3,17.1,,,,,,,,
105175,06/03/2012 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
112502,07/09/2014 12:00:00 AM,Osterman,26.0,12.0,17.7,,,,,,,,
98132,06/05/2007 12:00:00 AM,North Shore,71.2,58.2,64.4,,,,,,,,
98045,08/14/2006 12:00:00 AM,Rainbow,78.9,62.2,70.1,,,,,,,,
99437,07/17/2007 12:00:00 AM,Howard,17.1,21.3,19.1,,,,,,,,
88939,07/10/2010 12:00:00 AM,Montrose,,,,,,,,,,,
108482,09/05/2015 12:00:00 AM,Oak Street,,,,,,,,,,,
106775,06/23/2012 12:00:00 AM,Juneway,,,,,,,,,,,
109325,08/12/2013 12:00:00 AM,Margaret T Burroughs,46.0,126.0,76.1,,,,,,,,
102290,06/20/2009 12:00:00 AM,Hartigan,8.5,7.5,8.0,,,,,,,,
100331,06/13/2008 12:00:00 AM,Margaret T Burroughs,21.0,17.1,18.9,,,,,,,,
111285,06/27/2013 12:00:00 AM,Juneway,3.0,1.0,1.7,,,,,,,,
104567,06/14/2006 12:00:00 AM,Ohio Street,23.1,28.8,25.8,,,,,,,,
112298,06/13/2014 12:00:00 AM,Marion Mahoney Griffin,4.0,10.0,6.3,,,,,,,,
102898,08/21/2006 12:00:00 AM,Marion Mahoney Griffin,365.4,81.6,172.7,,,,,,,,
89911,08/26/2010 12:00:00 AM,Rainbow,33.6,19.9,25.9,,,,,,,,
89544,05/31/2011 12:00:00 AM,Leone,13.2,10.8,11.9,,,,,,,,
92766,08/10/2014 12:00:00 AM,Leone,,,,,,,,,,,
91419,06/23/2009 12:00:00 AM,North Avenue,47.3,50.4,48.8,,,,,,,,
91935,08/19/2009 12:00:00 AM,Lane,31.5,39.5,35.3,,,,,,,,
109442,08/22/2013 12:00:00 AM,North Avenue,67.0,39.0,51.1,,,,,,,,
110303,05/20/2012 12:00:00 AM,NA,,,,,,,,,,,
96036,09/20/2014 12:00:00 AM,Rainbow,,,,,,,,,,,
108011,08/17/2013 12:00:00 AM,Foster,,,,,,,,,,,
89973,08/29/2010 12:00:00 AM,63rd Street,,,,,,,,,,,
91955,08/20/2009 12:00:00 AM,Montrose,33.6,8.5,16.9,,,,,,,,
99610,05/27/2008 12:00:00 AM,57th Street,129.9,13.4,41.7,,,,,,,,
93031,07/03/2015 12:00:00 AM,Calumet,,,,,,,,,,,
101527,06/11/2009 12:00:00 AM,Lane,9.8,15.6,12.4,,,,,,,,
100261,06/10/2008 12:00:00 AM,Rainbow,16.1,14.6,15.3,,,,,,,,
90972,07/13/2009 12:00:00 AM,Howard,22.3,15.8,18.8,,,,,,,,
94922,08/13/2015 12:00:00 AM,12th Street,3.0,2.0,2.4,,,,,,,,
112031,09/02/2011 12:00:00 AM,Oak Street,6.3,7.4,6.8,,,,,,,,
107336,07/02/2012 12:00:00 AM,Margaret T Burroughs,35.5,61.3,46.6,,,,,,,,
88721,06/29/2010 12:00:00 AM,Osterman,70.8,93.3,81.3,,,,,,,,
109192,09/11/2015 12:00:00 AM,South Shore,,,,,,,,,,,
100724,06/15/2008 12:00:00 AM,Osterman,,,,,,,,,,,
97930,07/10/2006 12:00:00 AM,NA,,,,,,,,,,,
110874,05/30/2012 12:00:00 AM,Marion Mahoney Griffin,1.0,5.2,2.3,,,,,,,,
104010,07/06/2007 12:00:00 AM,Juneway,88.0,53.8,68.8,,,,,,,,
96435,07/09/2011 12:00:00 AM,Howard,,,,,,,,,,,
110585,07/14/2013 12:00:00 AM,Oakwood,48.0,93.0,66.8,,,,,,,,
112172,05/23/2012 12:00:00 AM,Rogers,1.0,,1.0,,,,,,,,
100641,08/13/2007 12:00:00 AM,North Shore,59.1,46.4,52.4,,,,,,,,
100386,07/17/2008 12:00:00 AM,South Shore,461.1,579.4,516.9,,,,,,,,
97688,07/29/2011 12:00:00 AM,Juneway,6.3,17.1,10.4,,,,,,,,
107040,08/01/2013 12:00:00 AM,South Shore,313.0,249.0,279.2,,,,,,,,
110165,05/19/2009 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
102880,07/26/2006 12:00:00 AM,Margaret T Burroughs,275.2,75.4,144.0,,,,,,,,
90797,07/16/2010 12:00:00 AM,Margaret T Burroughs,49.5,35.0,41.6,,,,,,,,
110972,06/20/2014 12:00:00 AM,South Shore,1.0,1.0,1.0,,,,,,,,
87595,06/21/2010 12:00:00 AM,Calumet,2419.6,79.4,438.3,,,,,,,,
104487,06/01/2007 12:00:00 AM,Juneway,6.2,12.2,8.7,,,,,,,,
111834,07/05/2013 12:00:00 AM,Howard,1.0,2.0,1.4,,,,,,,,
98477,06/20/2007 12:00:00 AM,Howard,10.8,14.4,12.5,,,,,,,,
96564,07/15/2011 12:00:00 AM,Hartigan,2.0,3.1,2.5,,,,,,,,
98694,06/15/2007 12:00:00 AM,12th Street,14.5,30.5,21.0,,,,,,,,
93325,07/11/2015 12:00:00 AM,57th Street,,,,,,,,,,,
108593,07/05/2012 12:00:00 AM,NA,2.0,2.0,2.0,,,,,,,,
103722,06/18/2006 12:00:00 AM,Ohio Street,,,,,,,,,,,
101401,08/26/2007 12:00:00 AM,Lane,51.2,75.4,62.1,,,,,,,,
107107,08/04/2013 12:00:00 AM,South Shore,24.0,88.0,46.0,,,,,,,,
88821,07/04/2010 12:00:00 AM,Osterman,,,,,,,,,,,
106309,09/20/2013 12:00:00 AM,57th Street,,,,,,,,,,,
105393,09/11/2013 12:00:00 AM,Foster,517.0,727.0,613.1,,,,,,,,
100521,07/28/2008 12:00:00 AM,57th Street,7.5,10.6,8.9,,,,,,,,
112209,05/25/2012 12:00:00 AM,Montrose,307.6,118.7,191.1,,,,,,,,
92351,08/02/2009 12:00:00 AM,Lane,,,,,,,,,,,
102195,06/16/2009 12:00:00 AM,Foster,12.2,16.8,14.3,,,,,,,,
91203,07/23/2009 12:00:00 AM,Rogers,12.1,18.5,15.0,,,,,,,,
104931,06/17/2013 12:00:00 AM,Montrose,15.0,12.0,13.4,,,,,,,,
88586,08/01/2010 12:00:00 AM,57th Street,,,,,,,,,,,
100246,07/26/2008 12:00:00 AM,Ohio Street,10.9,25.6,16.7,,,,,,,,
95821,07/28/2015 12:00:00 AM,Foster,99.0,111.0,104.8,,,,,,,,
102184,08/21/2008 12:00:00 AM,Margaret T Burroughs,25.9,44.8,34.1,,,,,,,,
111117,06/15/2013 12:00:00 AM,Calumet,,,,,,,,,,,
97084,07/25/2012 12:00:00 AM,Marion Mahoney Griffin,32.3,28.1,30.1,,,,,,,,
100861,08/02/2008 12:00:00 AM,Foster,,,,,,,,,,,
112301,06/13/2014 12:00:00 AM,Juneway,3.0,1.0,1.7,,,,,,,,
110991,06/20/2014 12:00:00 AM,Juneway,19.0,11.0,14.5,,,,,,,,
97164,06/06/2013 12:00:00 AM,North Avenue,36.0,36.0,36.0,,,,,,,,
88901,07/08/2010 12:00:00 AM,Osterman,135.4,98.5,115.5,,,,,,,,
101089,06/21/2008 12:00:00 AM,Foster,,,,,,,,,,,
97686,07/29/2011 12:00:00 AM,Howard,63.8,25.9,40.6,,,,,,,,
94670,05/22/2015 12:00:00 AM,57th Street,17.0,12.0,14.3,,,,,,,,
95152,08/18/2015 12:00:00 AM,Rogers,1.0,3.0,1.7,,,,,,,,
105822,06/15/2012 12:00:00 AM,Montrose,166.4,185.0,175.5,,,,,,,,
103281,07/28/2006 12:00:00 AM,63rd Street,2419.6,2419.6,2419.6,,,,,,,,
112074,09/04/2011 12:00:00 AM,Ohio Street,,,,,,,,,,,
95955,09/16/2014 12:00:00 AM,Ohio Street,9.0,5.0,6.7,,,,,,,,
91434,06/24/2009 12:00:00 AM,South Shore,4.1,1.0,2.0,,,,,,,,
98808,07/24/2007 12:00:00 AM,Loyola,8.4,3.1,5.1,,,,,,,,
87837,09/07/2009 12:00:00 AM,Ohio Street,,,,,,,,,,,
95445,08/27/2015 12:00:00 AM,Howard,10.0,6.0,7.7,,,,,,,,
112053,09/03/2011 12:00:00 AM,Oak Street,,,,,,,,,,,
88307,07/18/2010 12:00:00 AM,Oakwood,,,,,,,,,,,
103042,06/26/2007 12:00:00 AM,South Shore,7.5,14.6,10.5,,,,,,,,
89362,05/23/2011 12:00:00 AM,North Avenue,36.4,12.1,21.0,,,,,,,,
95952,09/16/2014 12:00:00 AM,Oakwood,,,,,,,,,,,
107193,06/03/2014 12:00:00 AM,Osterman,12.0,16.0,13.9,,,,,,,,
110200,05/21/2009 12:00:00 AM,Oak Street,,,,,,,,,,,
112376,06/17/2014 12:00:00 AM,12th Street,10.0,11.0,10.5,,,,,,,,
88912,07/09/2010 12:00:00 AM,57th Street,261.3,36.4,97.5,,,,,,,,
88983,08/11/2009 12:00:00 AM,Loyola,365.4,435.2,398.8,,,,,,,,
96075,08/03/2011 12:00:00 AM,North Avenue,86.0,191.8,128.4,,,,,,,,
98315,08/16/2006 12:00:00 AM,12th Street,260.3,290.9,275.2,,,,,,,,
107957,08/15/2013 12:00:00 AM,Margaret T Burroughs,9.0,12.0,10.4,,,,,,,,
111970,08/30/2012 12:00:00 AM,Ohio Street,10.9,13.4,12.1,,,,,,,,
108873,07/30/2014 12:00:00 AM,Rainbow,91.0,99.0,94.9,,,,,,,,
103131,05/28/2006 12:00:00 AM,Juneway,,,,,,,,,,,
97069,07/25/2012 12:00:00 AM,63rd Street,260.3,214.2,236.1,,,,,,,,
92903,09/21/2015 12:00:00 AM,Rogers,,,,,,,,,,,
105618,07/02/2013 12:00:00 AM,NA,1.0,1.0,1.0,,,,,,,,
97907,07/07/2006 12:00:00 AM,Margaret T Burroughs,2419.6,2419.6,2419.6,,,,,,,,
88121,05/30/2010 12:00:00 AM,12th Street,,,,,,,,,,,
92966,08/13/2014 12:00:00 AM,Marion Mahoney Griffin,70.0,44.0,55.5,,,,,,,,
111101,06/14/2013 12:00:00 AM,Margaret T Burroughs,126.0,259.0,180.6,,,,,,,,
103271,07/27/2006 12:00:00 AM,Loyola,26.5,18.5,22.1,,,,,,,,
93967,07/23/2015 12:00:00 AM,North Avenue,31.0,13.0,20.1,,,,,,,,
106899,09/14/2012 12:00:00 AM,Leone,,,,,,,,,,,
103878,09/01/2006 12:00:00 AM,North Avenue,143.0,125.9,134.2,,,,,,,,
107428,07/22/2012 12:00:00 AM,Rainbow,,,,,,,,,,,
88152,05/31/2010 12:00:00 AM,Rogers,,,,,,,,,,,
107120,05/31/2014 12:00:00 AM,12th Street,,,,,,,,,,,
93038,07/03/2015 12:00:00 AM,12th Street,,,,,,,,,,,
95172,08/19/2015 12:00:00 AM,Howard,8.0,17.0,11.7,,,,,,,,
102504,08/25/2008 12:00:00 AM,Osterman,17.1,18.5,17.8,,,,,,,,
89261,05/18/2011 12:00:00 AM,Rogers,,,,,,,,,,,
87736,06/28/2010 12:00:00 AM,Rainbow,488.4,920.8,670.6,,,,,,,,
104197,06/23/2006 12:00:00 AM,Oak Street,45.7,32.7,38.7,,,,,,,,
111626,09/09/2013 12:00:00 AM,Juneway,,,,,,,,,,,
96567,07/15/2011 12:00:00 AM,Howard,4.1,9.7,6.3,,,,,,,,
87950,05/21/2010 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
101761,08/12/2008 12:00:00 AM,12th Street,98.8,88.6,93.6,,,,,,,,
100428,07/19/2008 12:00:00 AM,Calumet,,,,,,,,,,,
107317,07/01/2012 12:00:00 AM,Oak Street,,,,,,,,,,,
92006,08/22/2009 12:00:00 AM,North Shore,,,,,,,,,,,
96425,07/09/2011 12:00:00 AM,Oak Street,,,,,,,,,,,
103511,06/30/2007 12:00:00 AM,Osterman,,,,,,,,,,,
106410,06/19/2012 12:00:00 AM,Calumet,125.9,214.3,164.3,,,,,,,,
108144,06/15/2015 12:00:00 AM,12th Street,2.0,1.0,1.4,,,,,,,,
96874,08/27/2013 12:00:00 AM,Montrose,72.0,59.0,65.2,,,,,,,,
106478,06/22/2012 12:00:00 AM,South Shore,290.9,344.8,316.7,,,,,,,,
96515,07/13/2011 12:00:00 AM,North Avenue,28.2,770.1,147.4,,,,,,,,
109832,08/21/2011 12:00:00 AM,Montrose Dog,,,,,,,,,,,
89028,08/13/2009 12:00:00 AM,Columbia,17.3,22.1,19.6,,,,,,,,
91566,06/29/2009 12:00:00 AM,Marion Mahoney Griffin,14.6,21.1,17.6,,,,,,,,
91908,08/18/2009 12:00:00 AM,North Avenue,53.7,63.1,58.2,,,,,,,,
100314,06/12/2008 12:00:00 AM,Montrose,2419.6,2419.6,2419.6,,,,,,,,
90821,08/31/2010 12:00:00 AM,Osterman,153.9,275.5,205.9,,,,,,,,
96513,07/13/2011 12:00:00 AM,Oak Street,83.9,73.8,78.7,,,,,,,,
97939,07/10/2006 12:00:00 AM,Lane,273.3,547.5,386.8,,,,,,,,
107569,05/19/2013 12:00:00 AM,Oak Street,,,,,,,,,,,
112337,06/15/2014 12:00:00 AM,Montrose,,,,,,,,,,,
105173,06/03/2012 12:00:00 AM,57th Street,,,,,,,,,,,
103898,05/28/2007 12:00:00 AM,57th Street,5.2,5.2,5.2,,,,,,,,
87509,06/16/2010 12:00:00 AM,Hartigan,4.1,6.2,5.0,,,,,,,,
104296,07/30/2006 12:00:00 AM,Howard,,,,,,,,,,,
88313,07/18/2010 12:00:00 AM,Montrose,,,,,,,,,,,
105296,07/11/2014 12:00:00 AM,Margaret T Burroughs,40.0,46.0,42.9,,,,,,,,
91270,07/26/2009 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
87419,06/27/2015 12:00:00 AM,Rainbow,61.0,143.0,93.4,,,,,,,,
88640,08/03/2010 12:00:00 AM,Rogers,4.1,4.1,4.1,,,,,,,,
102811,07/23/2006 12:00:00 AM,Osterman,,,,,,,,,,,
88957,08/10/2009 12:00:00 AM,Hartigan,58.6,8.6,22.4,,,,,,,,
87627,06/22/2010 12:00:00 AM,Foster,6.3,6.3,6.3,,,,,,,,
89539,05/31/2011 12:00:00 AM,Montrose Dog,,,,,,,,,,,
90309,06/30/2011 12:00:00 AM,Rainbow,93.3,156.2,120.7,,,,,,,,
103776,06/20/2006 12:00:00 AM,Lane,101.7,69.7,84.2,,,,,,,,
92805,06/28/2015 12:00:00 AM,Osterman,,,,,,,,,,,
111014,06/22/2014 12:00:00 AM,Calumet,,,,,,,,,,,
112041,09/02/2011 12:00:00 AM,Howard,17.3,9.8,13.0,,,,,,,,
99047,08/04/2007 12:00:00 AM,57th Street,,,,,,,,,,,
102767,07/21/2006 12:00:00 AM,Fargo,29.2,27.2,28.2,,,,,,,,
107259,06/28/2012 12:00:00 AM,Leone,20.1,14.2,16.9,,,,,,,,
108175,06/16/2015 12:00:00 AM,Marion Mahoney Griffin,32.0,20.0,25.3,,,,,,,,
98740,06/17/2007 12:00:00 AM,12th Street,,,,,,,,,,,
93623,08/28/2014 12:00:00 AM,Montrose,26.0,20.0,22.8,,,,,,,,
94860,05/25/2015 12:00:00 AM,Leone,,,,,,,,,,,
100247,07/26/2008 12:00:00 AM,North Avenue,,,,,,,,,,,
111222,06/25/2013 12:00:00 AM,South Shore,921.0,488.0,670.4,,,,,,,,
106271,09/18/2013 12:00:00 AM,NA,,,,,,,,,,,
96001,09/18/2014 12:00:00 AM,NA,,,,,,,,,,,
109961,08/05/2014 12:00:00 AM,Calumet,43.0,27.0,34.1,,,,,,,,
97107,07/26/2012 12:00:00 AM,Howard,4.1,13.5,7.4,,,,,,,,
107890,08/07/2013 12:00:00 AM,South Shore,2420.0,2420.0,2420.0,,,,,,,,
102160,08/20/2008 12:00:00 AM,63rd Street,6.3,9.7,7.8,,,,,,,,
111240,06/25/2013 12:00:00 AM,Rogers,1.0,7.0,2.6,,,,,,,,
105380,07/15/2014 12:00:00 AM,Rainbow,1733.0,1986.0,1855.2,,,,,,,,
110415,07/07/2014 12:00:00 AM,South Shore,6.0,10.0,7.7,,,,,,,,
90112,06/21/2011 12:00:00 AM,South Shore,178.5,25.3,67.2,,,,,,,,
100219,07/25/2008 12:00:00 AM,63rd Street,10.9,10.9,10.9,,,,,,,,
108016,08/17/2013 12:00:00 AM,Howard,,,,,,,,,,,
89940,08/27/2010 12:00:00 AM,North Avenue,4.0,1.0,2.0,,,,,,,,
102968,08/24/2006 12:00:00 AM,Lane,96.0,122.3,108.4,,,,,,,,
93757,07/20/2015 12:00:00 AM,Rainbow,31.0,43.0,36.5,,,,,,,,
108176,06/16/2015 12:00:00 AM,Howard,36.0,58.0,45.7,,,,,,,,
98229,07/18/2006 12:00:00 AM,NA,104.6,86.0,94.8,,,,,,,,
99003,08/02/2007 12:00:00 AM,12th Street,410.6,65.0,163.4,,,,,,,,
108151,06/15/2015 12:00:00 AM,Osterman,126.0,53.0,81.7,,,,,,,,
108870,07/29/2014 12:00:00 AM,Rogers,31.0,28.0,29.5,,,,,,,,
104724,07/02/2006 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
98715,06/16/2007 12:00:00 AM,57th Street,,,,,,,,,,,
110557,07/12/2013 12:00:00 AM,Juneway,42.0,45.0,43.5,,,,,,,,
105610,07/02/2013 12:00:00 AM,South Shore,6.0,6.0,6.0,,,,,,,,
110586,07/14/2013 12:00:00 AM,Margaret T Burroughs,49.0,93.0,67.5,,,,,,,,
102904,08/21/2006 12:00:00 AM,Juneway,18.1,13.2,15.5,,,,,,,,
90937,07/12/2009 12:00:00 AM,Oak Street,,,,,,,,,,,
102752,05/27/2006 12:00:00 AM,57th Street,,,,,,,,,,,
102168,08/20/2008 12:00:00 AM,Foster,69.7,50.4,59.3,,,,,,,,
100494,07/27/2008 12:00:00 AM,Calumet,,,,,,,,,,,
101526,06/11/2009 12:00:00 AM,Osterman,28.8,52.0,38.7,,,,,,,,
88074,05/28/2010 12:00:00 AM,Calumet,78.9,71.7,75.2,,,,,,,,
99332,07/13/2007 12:00:00 AM,NA,,,,,,,,,,,
102145,08/19/2008 12:00:00 AM,Montrose,1986.3,2419.6,2192.3,,,,,,,,
104762,07/03/2006 12:00:00 AM,NA,2.0,3.1,2.5,,,,,,,,
106371,05/19/2014 12:00:00 AM,Calumet,,,,,,,,,,,
98498,06/21/2007 12:00:00 AM,Loyola,2.0,1.0,1.4,,,,,,,,
109498,08/24/2013 12:00:00 AM,Juneway,,,,,,,,,,,
98495,06/21/2007 12:00:00 AM,Hartigan,2.0,1.0,1.4,,,,,,,,
105009,06/21/2013 12:00:00 AM,63rd Street,3.0,5.0,3.9,,,,,,,,
88902,07/08/2010 12:00:00 AM,Hartigan,117.8,86.0,100.7,,,,,,,,
92980,08/14/2014 12:00:00 AM,NA,67.0,58.0,62.3,,,,,,,,
110328,05/21/2012 12:00:00 AM,Montrose,,,,,,,,,,,
106097,07/23/2013 12:00:00 AM,NA,6.0,17.0,10.1,,,,,,,,
101038,08/20/2007 12:00:00 AM,Rogers,435.2,262.4,337.9,,,,,,,,
101124,06/23/2008 12:00:00 AM,South Shore,547.5,613.1,579.4,,,,,,,,
97761,07/12/2006 12:00:00 AM,NA,19.9,19.9,19.9,,,,,,,,
97723,07/31/2011 12:00:00 AM,Montrose Dog,,,,,,,,,,,
100437,07/19/2008 12:00:00 AM,North Avenue,,,,,,,,,,,
87812,09/06/2009 12:00:00 AM,12th Street,,,,,,,,,,,
97066,07/25/2012 12:00:00 AM,Calumet,95.9,43.2,64.4,,,,,,,,
106725,06/27/2014 12:00:00 AM,Oak Street,31.0,23.0,26.7,,,,,,,,
105199,06/04/2012 12:00:00 AM,Ohio Street,1299.7,123.4,400.5,,,,,,,,
88045,05/26/2010 12:00:00 AM,Montrose,10.9,16.9,13.6,,,,,,,,
87692,06/25/2010 12:00:00 AM,Howard,6.3,12.2,8.8,,,,,,,,
95274,06/03/2015 12:00:00 AM,Foster,6.0,19.0,10.7,,,,,,,,
101511,06/30/2008 12:00:00 AM,Osterman,228.2,238.2,233.1,,,,,,,,
93390,08/22/2014 12:00:00 AM,North Avenue,345.0,345.0,345.0,,,,,,,,
102877,07/26/2006 12:00:00 AM,63rd Street,980.4,178.9,418.8,,,,,,,,
106838,06/26/2012 12:00:00 AM,Marion Mahoney Griffin,46.5,52.9,49.6,,,,,,,,
111883,07/08/2013 12:00:00 AM,South Shore,59.0,113.0,81.7,,,,,,,,
106882,09/14/2012 12:00:00 AM,Calumet,,,,,,,,,,,
90985,07/14/2009 12:00:00 AM,North Avenue,20.9,26.2,23.4,,,,,,,,
93456,08/25/2014 12:00:00 AM,North Avenue,25.0,12.0,17.3,,,,,,,,
95338,06/06/2015 12:00:00 AM,Foster,,,,,,,,,,,
106007,09/07/2012 12:00:00 AM,Calumet,,,,,,,,,,,
102305,06/21/2009 12:00:00 AM,12th Street,,,,,,,,,,,
92484,05/25/2009 12:00:00 AM,Rainbow,,,,,,,,,,,
98031,08/11/2006 12:00:00 AM,Osterman,120.3,218.5,162.1,,,,,,,,
102047,07/04/2008 12:00:00 AM,Hartigan,48.0,48.2,48.1,,,,,,,,
92177,08/30/2009 12:00:00 AM,63rd Street,,,,,,,,,,,
97681,07/29/2011 12:00:00 AM,Foster,185.0,145.0,163.8,,,,,,,,
99377,07/15/2007 12:00:00 AM,12th Street,,,,,,,,,,,
95081,05/30/2015 12:00:00 AM,Leone,,,,,,,,,,,
90259,06/27/2011 12:00:00 AM,Leone,36.8,17.3,25.2,,,,,,,,
106047,07/21/2013 12:00:00 AM,Oakwood,,,1.0,,,,,,,,
92308,07/31/2009 12:00:00 AM,Columbia,4.1,11.0,6.7,,,,,,,,
102559,06/07/2009 12:00:00 AM,12th Street,,,,,,,,,,,
106345,09/21/2013 12:00:00 AM,Marion Mahoney Griffin,,,,,,,,,,,
107112,08/04/2013 12:00:00 AM,12th Street,,,,,,,,,,,
88556,07/30/2010 12:00:00 AM,Hartigan,17.3,25.4,21.0,,,,,,,,
107946,08/09/2013 12:00:00 AM,North Avenue,27.0,18.0,22.0,,,,,,,,
109409,08/21/2013 12:00:00 AM,South Shore,461.0,435.0,447.8,,,,,,,,
93564,07/16/2015 12:00:00 AM,Leone,60.0,67.0,63.4,,,,,,,,
90951,07/12/2009 12:00:00 AM,Juneway,,,,,,,,,,,
89556,08/08/2010 12:00:00 AM,Margaret T Burroughs,,,,,,,,,,,
110274,05/19/2012 12:00:00 AM,63rd Street,,,,,,,,,,,
89615,08/11/2010 12:00:00 AM,Oakwood,35.0,26.2,30.3,,,,,,,,
97125,07/27/2012 12:00:00 AM,Foster,160.7,166.4,163.5,,,,,,,,
99559,07/23/2007 12:00:00 AM,57th Street,410.6,77.6,178.5,,,,,,,,
104439,05/30/2007 12:00:00 AM,Howard,1.0,1.0,1.0,,,,,,,,
107253,06/28/2012 12:00:00 AM,North Avenue,25.6,35.0,29.9,,,,,,,,
96646,07/19/2011 12:00:00 AM,NA,81.3,60.5,70.1,,,,,,,,
99966,06/06/2008 12:00:00 AM,Rogers,9.8,13.4,11.5,,,,,,,,
88022,05/25/2010 12:00:00 AM,Ohio Street,,,,,,,,,,,
90247,06/27/2011 12:00:00 AM,Oakwood,30.1,68.9,45.5,,,,,,,,
109438,08/22/2013 12:00:00 AM,12th Street,980.0,980.0,980.0,,,,,,,,
96737,07/23/2011 12:00:00 AM,Montrose,146.7,139.6,143.1,,,,,,,,
110171,05/20/2009 12:00:00 AM,South Shore,,,,,,,,,,,
98984,08/01/2007 12:00:00 AM,North Avenue,39.9,41.7,40.8,,,,,,,,
97341,09/02/2013 12:00:00 AM,Oakwood,,,,,,,,,,,
90011,06/16/2011 12:00:00 AM,North Avenue,9.6,13.5,11.4,,,,,,,,
91485,06/26/2009 12:00:00 AM,12th Street,4.1,6.3,5.1,,,,,,,,
92645,06/01/2009 12:00:00 AM,Rainbow,12.0,13.1,12.5,,,,,,,,
111348,08/20/2012 12:00:00 AM,South Shore,36.8,71.7,51.4,,,,,,,,
111906,08/27/2012 12:00:00 AM,Montrose,1986.3,1553.1,1756.4,,,,,,,,
110535,07/11/2013 12:00:00 AM,Juneway,15.0,15.0,15.0,,,,,,,,
100728,06/15/2008 12:00:00 AM,Columbia,,,,,,,,,,,
89241,05/18/2011 12:00:00 AM,Calumet,,,,,,,,,,,
91012,07/15/2009 12:00:00 AM,Lane,48.0,32.8,39.7,,,,,,,,
93618,08/28/2014 12:00:00 AM,Ohio Street,12.0,13.0,12.5,,,,,,,,
107211,06/04/2014 12:00:00 AM,Montrose Dog,866.0,491.0,652.1,,,,,,,,
102666,05/23/2006 12:00:00 AM,Lane,15.8,21.1,18.3,,,,,,,,
92829,06/29/2015 12:00:00 AM,Marion Mahoney Griffin,6.0,2.0,3.5,,,,,,,,
92618,05/30/2009 12:00:00 AM,Howard,,,,,,,,,,,
90124,06/21/2011 12:00:00 AM,Foster,3.0,8.6,5.1,,,,,,,,
111420,06/07/2012 12:00:00 AM,Rogers,3.0,,1.7,,,,,,,,
87549,06/18/2010 12:00:00 AM,Hartigan,4.1,5.2,4.6,,,,,,,,
93149,08/16/2014 12:00:00 AM,Osterman,,,,,,,,,,,
99828,08/28/2008 12:00:00 AM,Osterman,5.2,12.2,8.0,,,,,,,,
98192,06/08/2007 12:00:00 AM,NA,,,,,,,,,,,
94108,09/09/2014 12:00:00 AM,North Avenue,,,,,,,,,,,
104962,06/19/2013 12:00:00 AM,Calumet,20.0,27.0,23.2,,,,,,,,
103550,07/02/2007 12:00:00 AM,12th Street,66.3,42.0,52.8,,,,,,,,
106468,06/21/2012 12:00:00 AM,Foster,1.0,2.0,1.4,,,,,,,,
107058,08/01/2013 12:00:00 AM,Rogers,58.0,19.0,33.2,,,,,,,,
101542,06/12/2009 12:00:00 AM,Margaret T Burroughs,42.6,34.1,38.1,,,,,,,,
89892,08/25/2010 12:00:00 AM,South Shore,67.0,63.7,65.3,,,,,,,,
90086,06/19/2011 12:00:00 AM,Rogers,,,,,,,,,,,
